/Users/easton/Data/libriSpeech/dev-clean
2412/153954/2412-153954-0019.flac	119760
2412/153954/2412-153954-0023.flac	42400
2412/153954/2412-153954-0015.flac	182240
2412/153954/2412-153954-0003.flac	130400
2412/153954/2412-153954-0002.flac	64880
2412/153954/2412-153954-0014.flac	281840
2412/153954/2412-153954-0022.flac	56640
2412/153954/2412-153954-0018.flac	193680
2412/153954/2412-153954-0013.flac	62640
2412/153954/2412-153954-0005.flac	93520
2412/153954/2412-153954-0009.flac	166720
2412/153954/2412-153954-0024.flac	67040
2412/153954/2412-153954-0008.flac	43760
2412/153954/2412-153954-0004.flac	166560
2412/153954/2412-153954-0012.flac	129920
2412/153954/2412-153954-0007.flac	134880
2412/153954/2412-153954-0011.flac	94960
2412/153954/2412-153954-0010.flac	127040
2412/153954/2412-153954-0006.flac	163520
2412/153954/2412-153954-0021.flac	97760
2412/153954/2412-153954-0001.flac	156000
2412/153954/2412-153954-0017.flac	111840
2412/153954/2412-153954-0016.flac	135040
2412/153954/2412-153954-0000.flac	158640
2412/153954/2412-153954-0020.flac	127600
2412/153947/2412-153947-0008.flac	173440
2412/153947/2412-153947-0004.flac	139520
2412/153947/2412-153947-0012.flac	31680
2412/153947/2412-153947-0013.flac	134720
2412/153947/2412-153947-0005.flac	218880
2412/153947/2412-153947-0009.flac	139520
2412/153947/2412-153947-0002.flac	105520
2412/153947/2412-153947-0014.flac	204720
2412/153947/2412-153947-0015.flac	176480
2412/153947/2412-153947-0003.flac	152240
2412/153947/2412-153947-0016.flac	82960
2412/153947/2412-153947-0000.flac	40800
2412/153947/2412-153947-0001.flac	51600
2412/153947/2412-153947-0010.flac	275121
2412/153947/2412-153947-0006.flac	186880
2412/153947/2412-153947-0007.flac	139760
2412/153947/2412-153947-0011.flac	162080
2412/153948/2412-153948-0000.flac	186560
2412/153948/2412-153948-0001.flac	168160
2412/153948/2412-153948-0010.flac	46640
2412/153948/2412-153948-0006.flac	265840
2412/153948/2412-153948-0007.flac	149920
2412/153948/2412-153948-0011.flac	155921
2412/153948/2412-153948-0004.flac	362880
2412/153948/2412-153948-0012.flac	98720
2412/153948/2412-153948-0008.flac	93040
2412/153948/2412-153948-0009.flac	95920
2412/153948/2412-153948-0013.flac	136640
2412/153948/2412-153948-0005.flac	50240
2412/153948/2412-153948-0002.flac	59520
2412/153948/2412-153948-0014.flac	155280
2412/153948/2412-153948-0015.flac	55440
2412/153948/2412-153948-0003.flac	136240
2078/142845/2078-142845-0042.flac	67680
2078/142845/2078-142845-0015.flac	157440
2078/142845/2078-142845-0003.flac	33200
2078/142845/2078-142845-0039.flac	335200
2078/142845/2078-142845-0019.flac	150480
2078/142845/2078-142845-0023.flac	28000
2078/142845/2078-142845-0035.flac	67520
2078/142845/2078-142845-0034.flac	156080
2078/142845/2078-142845-0022.flac	36800
2078/142845/2078-142845-0018.flac	85280
2078/142845/2078-142845-0038.flac	72320
2078/142845/2078-142845-0002.flac	46640
2078/142845/2078-142845-0014.flac	131200
2078/142845/2078-142845-0043.flac	336079
2078/142845/2078-142845-0048.flac	35200
2078/142845/2078-142845-0009.flac	54960
2078/142845/2078-142845-0025.flac	464960
2078/142845/2078-142845-0033.flac	182160
2078/142845/2078-142845-0044.flac	37200
2078/142845/2078-142845-0013.flac	157680
2078/142845/2078-142845-0005.flac	502000
2078/142845/2078-142845-0029.flac	77920
2078/142845/2078-142845-0028.flac	182800
2078/142845/2078-142845-0004.flac	370800
2078/142845/2078-142845-0012.flac	211840
2078/142845/2078-142845-0045.flac	114160
2078/142845/2078-142845-0032.flac	207040
2078/142845/2078-142845-0024.flac	35360
2078/142845/2078-142845-0008.flac	310080
2078/142845/2078-142845-0049.flac	45920
2078/142845/2078-142845-0031.flac	267840
2078/142845/2078-142845-0027.flac	139680
2078/142845/2078-142845-0050.flac	123600
2078/142845/2078-142845-0007.flac	331840
2078/142845/2078-142845-0011.flac	72480
2078/142845/2078-142845-0046.flac	85680
2078/142845/2078-142845-0047.flac	183360
2078/142845/2078-142845-0010.flac	230560
2078/142845/2078-142845-0006.flac	234320
2078/142845/2078-142845-0051.flac	165760
2078/142845/2078-142845-0026.flac	39600
2078/142845/2078-142845-0030.flac	192640
2078/142845/2078-142845-0001.flac	34160
2078/142845/2078-142845-0017.flac	103760
2078/142845/2078-142845-0040.flac	112240
2078/142845/2078-142845-0037.flac	253920
2078/142845/2078-142845-0021.flac	98240
2078/142845/2078-142845-0020.flac	150720
2078/142845/2078-142845-0036.flac	59520
2078/142845/2078-142845-0041.flac	42560
2078/142845/2078-142845-0016.flac	56480
2078/142845/2078-142845-0000.flac	35120
3752/4943/3752-4943-0030.flac	38320
3752/4943/3752-4943-0026.flac	64800
3752/4943/3752-4943-0006.flac	42480
3752/4943/3752-4943-0010.flac	81280
3752/4943/3752-4943-0011.flac	111520
3752/4943/3752-4943-0007.flac	160000
3752/4943/3752-4943-0027.flac	44880
3752/4943/3752-4943-0000.flac	141280
3752/4943/3752-4943-0016.flac	39760
3752/4943/3752-4943-0020.flac	78000
3752/4943/3752-4943-0021.flac	72240
3752/4943/3752-4943-0017.flac	36400
3752/4943/3752-4943-0001.flac	177280
3752/4943/3752-4943-0014.flac	47840
3752/4943/3752-4943-0002.flac	115360
3752/4943/3752-4943-0022.flac	83120
3752/4943/3752-4943-0018.flac	84240
3752/4943/3752-4943-0019.flac	39920
3752/4943/3752-4943-0023.flac	48880
3752/4943/3752-4943-0003.flac	100000
3752/4943/3752-4943-0015.flac	47360
3752/4943/3752-4943-0024.flac	90480
3752/4943/3752-4943-0008.flac	60160
3752/4943/3752-4943-0028.flac	60160
3752/4943/3752-4943-0012.flac	54400
3752/4943/3752-4943-0004.flac	224160
3752/4943/3752-4943-0005.flac	49680
3752/4943/3752-4943-0013.flac	88560
3752/4943/3752-4943-0029.flac	61360
3752/4943/3752-4943-0009.flac	57520
3752/4943/3752-4943-0025.flac	83920
3752/4944/3752-4944-0037.flac	41200
